school_name,state,website,staff_directory
sto rox high school,pennsylvania,https://www.jrsrhs.srsd.k12.pa.us/,https://www.jrsrhs.srsd.k12.pa.us/staff-directory
jupiter christian school,florida,https://www.jupiterchristian.org/,https://www.jupiterchristian.org/about/directory
kalani high school,hawaii,https://www.kalanihighschool.org/,http://www.kalanihighschool.org/page/members
knowledge and power prep academy international high school,new york,https://www.kappainternational.org/,https://www.kappainternational.org/directory/faculty
seven lakes high school,texas,https://www.katyisd.org/,https://www.katyisd.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=91&amp;DirectoryType=6
kearney catholic schools,nebraska,https://www.kearneycatholic.org/,https://www.kearneycatholic.org/staff-directory.html
kearney school of biomedical science and technology,california,https://www.kearnybst.sandiegounified.org/,https://www.kearnybst.sandiegounified.org/students_and_parents/StaffContactList
kent county high school,maryland,https://www.kent.k12.md.us/KCHS.aspx,https://www.kent.k12.md.us/KCHSstaff.aspx
kerr vance academy,north carolina,https://www.kerrvance.com/,https://www.kerrvance.com/faculty
kewaunee high school,wisconsin,https://www.kewaunee.k12.wi.us/o/khs,https://www.kewaunee.k12.wi.us/o/khs/o/khs/staff
key school,maryland,https://www.keyschool.org/,https://www.keyschool.org/about/faculty-staff
kenowa hills high school,michigan,https://www.khps.org/kenowa-hills-high-school,https://www.khps.org/staff
king philip regional high school,massachusetts,https://www.kingphilip.org/high-school/,https://www.kingphilip.org/about/faculty-and-staff/
kipp king collegiate high school,california,https://www.kipp.org/school/kipp-king-collegiate-high-school/,https://www.kipp.org/schools/kipp-school-directory/
kipp dc college preparatory pcs,district of columbia,https://www.kippdc.org/schools/high-school/kipp-dc-college-preparatory/,https://www.kippdc.org/about/team/
kipp dc somerset college preparatory pcs,district of columbia,https://www.kippdc.org/schools/high-school/kipp-dc-legacy-college-prep/kipp-dc-somerset-college-preparatory-virtual-open-house/,https://www.kippdc.org/about/team/
kirk academy,mississippi,https://www.kirkacademy.com/,https://www.kirkacademy.com/our-faculty-and-staff
kettle moraine lutheran high school,wisconsin,https://www.kmlhs.org/,https://www.kmlhs.org/staff/
knox central high school,kentucky,https://www.knoxkyschools.com/schools/knox-central-high-school,https://www.knoxkyschools.com/schools/knox-central-high-school/staff-directory
lynn camp schools,kentucky,https://www.knoxkyschools.com/schools/lynn-camp-middle-high-school,https://www.knoxkyschools.com/schools/lynn-camp-middle-high-school/staff-directory
austin east highmagnet,tennessee,https://www.knoxschools.org/austineastmhs,https://www.knoxschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=141&amp;DirectoryType=6
fulton high school,tennessee,https://www.knoxschools.org/fultonhs,https://www.knoxschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=141&amp;DirectoryType=6
gibbs high school,tennessee,https://www.knoxschools.org/gibbshs,https://www.knoxschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=141&amp;DirectoryType=6
powell high school,tennessee,https://www.knoxschools.org/powellhs,https://www.knoxschools.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=141&DirectoryType=6
west high school,tennessee,https://www.knoxschools.org/wesths,https://www.knoxschools.org/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=141&amp;DirectoryType=6
kohala high school,hawaii,https://www.kohalahs.org/,https://www.kohalahs.org/faculty-staff
keyes to learning charter,california,https://www.ktlcharterschool.com/,https://www.ktlcharterschool.com/apps/staff/
kurt hahn expeditionary learning school,new york,https://www.kurthahnschool.org/,https://www.kurthahnschool.org/directory/faculty
bradford high school,wisconsin,https://www.kusd.edu/bradford/,https://www.kusd.edu/bradford/information/staff-directory/
harborside academy,wisconsin,https://www.kusd.edu/harborside/,https://www.kusd.edu/harborside/information/staff-directory/
lakeview technology academy,wisconsin,https://www.kusd.edu/lakeview/,https://www.kusd.edu/lakeview/information/staff-directory/
reuther central high school,wisconsin,https://www.kusd.edu/reuther/,https://www.kusd.edu/reuther/information/staff-directory/
kings way christian schools,washington,https://www.kwcs.org/,https://www.kwcs.org/worship-praise-team/
lake arthur high school,new mexico,https://www.la-panthers.org/,https://www.la-panthers.org/staff-directory
la center high school,washington,https://www.lacenterschools.org/lchs_homepage/,https://lacenterschools.org/district-wide-staff/
la county high school for the arts,california,https://www.lachsa.net/,https://www.lachsa.net/staffdirectory
central high school,wisconsin,https://www.lacrosseschools.org/central-high,https://www.lacrosseschools.org/central-high/staff-directory/
logan high school,wisconsin,https://www.lacrosseschools.org/logan-high,https://www.lacrosseschools.org/logan-high/staff-directory/
la academia de esperanza,new mexico,https://www.ladecharter.org/,https://www.ladecharter.org/teachers-and-staff-contact-information.html
lafayette academy,new york,https://www.lafayetteacademynyc.com/,https://www.lafayetteacademynyc.com/staff
lagrange academy,georgia,https://www.lagrangeacademy.org/,https://www.lagrangeacademy.org/directory
lincoln high school,minnesota,https://www.lake-city.k12.mn.us/,https://www.lake-city.k12.mn.us/page/members
lake country lutheran high school,wisconsin,https://www.lakecountryhs.org/,https://www.lakecountryhs.org/faculty
lake county high school,colorado,https://www.lakecountyschools.net/lchs/,https://www.lakecountyschools.net/lchs/about-our-school/staff/
lakeland copper beech middle school,new york,https://www.lakelandschools.org/,https://www.lakelandschools.org/staff/staff_directory/index.php
clear lake high,california,https://www.lakeport.k12.ca.us/Domain/10#calendar1/20220214/month,https://www.lakeport.k12.ca.us/Domain/10#calendar1/20220214/month/site/Default.aspx?PageType=1&amp;SiteID=10&amp;ChannelID=160&amp;DirectoryType=6
lakewood high school,new jersey,https://www.lakewoodpiners.org/,https://www.lakewoodpiners.org/site/Default.aspx?PageType=15&SiteID=4&SectionMax=15&DirectoryType=6
lakota west high school,ohio,https://www.lakotaonline.com/,https://www.lakotaonline.com/resources/references-information/staff-directory
la lumiere school,indiana,https://www.lalumiere.org/,https://www.lalumiere.org/faculty
lamar county comprehensive high school,georgia,https://www.lamar.k12.ga.us/o/lchs,https://www.lamar.k12.ga.us/o/lchs/staff
lancaster high school,new york,https://www.lancasterhs.org/,https://www.lancasterhs.org/about/staff-directory
high school for language and innovation,new york,https://www.languageandinnovation.org/,https://www.languageandinnovation.org/our-staff
lansingburgh senior high school,new york,https://www.lansingburgh.org/Domain/8,https://www.lansingburgh.org/high-school-staff-directory
north laurel high school,kentucky,https://www.laurel.k12.ky.us/o/nlhs,https://www.laurel.k12.ky.us/o/nlhs/staff
south laurel high school,kentucky,https://www.laurel.k12.ky.us/o/slhs,https://www.laurel.k12.ky.us/o/slhs/staff
laurel juniorsenior high school,pennsylvania,https://www.laurelspartans.com/middlehigh-school,https://www.laurelspartans.com/middlehigh-school/staff-resources
laurence manning academy,south carolina,https://www.laurencemanning.com/,https://www.laurencemanning.com/directory-faculty-and-staff
laurens central school,new york,https://www.laurenscs.org/,https://www.laurenscs.org/StaffDirectory.aspx
leadership academy of utah,utah,https://www.lautah.org/,https://www.lautah.org/about-us/our-team/
lawton high school,michigan,https://www.lawtoncs.org/,https://www.lawtoncs.org/Staff/Directory.html
lima central catholic high school,ohio,https://www.lcchs.edu,https://www.lcchs.edu/staff
lake center christian school,ohio,https://www.lccs.com/,https://www.lccs.com/about-us/faculty-staff/
lake country christian school,texas,https://www.lccs.org/,https://www.lccs.org/faculty/
lawrence county ctc,pennsylvania,https://www.lcctceagles.com/,https://www.lcctceagles.com/faculty-staff
broad run high,virginia,https://www.lcps.org/,https://www.lcps.org/Staff
heritage high school,virginia,https://www.lcps.org/,https://www.lcps.org/Staff
loudoun county high school,virginia,https://www.lcps.org/,https://www.lcps.org/Staff
tuscarora high school,virginia,https://www.lcps.org/Tuscarora,https://www.lcps.org/Staff
woodgrove high school,virginia,https://www.lcps.org/Woodgrove,https://www.lcps.org/Staff
broad run high,virginia,https://www.lcps.org/brhs,https://www.lcps.org/Staff
briar woods high school,virginia,https://www.lcps.org/bwhs,https://www.lcps.org/Staff
dominion high school,virginia,https://www.lcps.org/dhs,https://www.lcps.org/Staff
freedom high,virginia,https://www.lcps.org/fhs,http://www.lcps.org/staff
loudoun county high,virginia,https://www.lcps.org/lchs,https://www.lcps.org/Staff
loudoun valley high,virginia,https://www.lcps.org/lvhs,https://www.lcps.org/Staff
park view high school,virginia,https://www.lcps.org/pvhs,https://www.lcps.org/Staff
john champe high school,virginia,https://www.lcps.org/sbhs,https://www.lcps.org/Staff
loudonville christian school,new york,https://www.lcs.org/,https://www.lcs.org/our-school/directory
ec glass high school,virginia,https://www.lcsedu.net/schools/ecg,https://www.lcsedu.net/schools/ecg/departments/student-services/counseling-staff
heritage high school,virginia,https://www.lcsedu.net/schools/hhs,https://www.lcsedu.net/schools/hhs/schools/hhs/about/staff-directory
loretto high school,tennessee,https://www.lcss.us/lhs,https://www.lcss.us/staff-educator
lake dallas high school,texas,https://www.ldisd.net/,https://www.ldisd.net/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=18&amp;DirectoryType=6
lead charter school,new jersey,https://www.leadcharterschool.org/,https://www.leadcharterschool.org/staff-careers
lps oakland r and d,california,https://www.leadps.org/richmond/,https://www.leadps.org/richmond/staff/
leap academy university charter school,new jersey,https://www.leapacademycharter.org/schools/high-school/,https://www.leapacademycharter.org/about/our-team/
lee early college,north carolina,https://www.lee.k12.nc.us/,https://www.lee.k12.nc.us/site/Default.aspx?PageType=1&amp;SiteID=4&amp;ChannelID=34&amp;DirectoryType=6
lee academy,mississippi,https://www.leeacademycolts.org/,https://www.leeacademycolts.org/about/faculty-staff
mooreville high school,mississippi,https://www.leecountyschools.us/schools/mooreville-high-school,https://www.leecountyschools.us/schools/mooreville-high-school/about/staff/
legacy christian academy,texas,https://www.legacychristianacademy.org/,https://www.legacychristianacademy.org/academics/faculty-directory/
legal prep academy charter high school,illinois,https://www.legalprep.org/,https://www.legalprep.org/staff.html
legion collegiate academy,south carolina,https://www.legioncollegiateacademy.org/,https://legioncollegiateacademy.org/our-team-2/
lehman catholic high school,ohio,https://www.lehmancatholic.com/,https://www.lehmancatholic.com/faculty-and-staff
le jardin academy,hawaii,https://www.lejardinacademy.org/,https://www.lejardinacademy.org/about/faculty-staff-directory
leonardo da vinci,california,https://www.leonardodavincischool.org/,https://www.leonardodavincischool.org/staff
swansea high school,south carolina,https://www.lex4.org/shs,https://www.lex4.org/shs/staff
lexington high school,nebraska,https://www.lexschools.org/schools/lexington-high-school/,https://www.lexschools.org/schools/lexington-high-school/staff/
west leyden high school,illinois,https://www.leyden212.org/,https://www.leyden212.org/site/Default.aspx?PageType=1&SiteID=4&ChannelID=71&DirectoryType=6
liberty high school,new york,https://www.libertyk12.org/middlehigh-school-grades-9-12/,https://www.libertyk12.org/middlehigh-school-grades-9-12/employees/
liberty high school,washington,https://www.libertysd.us/site/Default.aspx?PageID=68,https://www.libertysd.us/site/Default.aspx?PageID=68/site/Default.aspx?PageType=1&amp;SiteID=1&amp;ChannelID=49&amp;DirectoryType=6
lighthouse christian school,idaho,https://www.lighthousecs.org/,https://www.lighthousecs.org/about/meet-our-Team.cfm
lingleville school,texas,https://www.lingleville.us/,https://www.lingleville.us/staff
litchfield senior high,minnesota,https://www.litchfield.k12.mn.us/,http://www.litchfield.k12.mn.us/page/members/letter/all
litchfield senior high school,minnesota,https://www.litchfield.k12.mn.us/,http://www.litchfield.k12.mn.us/page/members/letter/all
